State,Date,Total cases
Sikkim,1037,44324
Arunachal Pradesh,1037,66891
Manipur,1037,139924
Tamil Nadu,1037,3594826
Andhra Pradesh,1037,2339088
Himachal Pradesh,1037,312736
Gujarat,1037,1277684
Andaman and Nicobar,1037,10751
Nagaland,1037,35988
Rajasthan,1037,1315601
Tamil Nadu,1038,3594840
Manipur,1038,139924
Uttar Pradesh,1038,2128202
Lakshadweep,1038,11415
Gujarat,1038,1277685
Daman and Diu,1038,11591
Chandigarh,1038,99365
Kerala,1038,6830627
Bihar,1038,851422
Telangana,1038,841656
Arunachal Pradesh,1038,66891
Uttarakhand,1038,449469
Maharashtra,1038,8137548
Tripura,1038,108034
Nagaland,1038,35988
Puducherry,1038,175810
Assam,1038,746100
Andhra Pradesh,1038,2339088
Chhattisgarh,1038,1177793
Punjab,1038,784417
Mizoram,1038,238964
Dadra and Nagar Haveli,1038,11591
Madhya Pradesh,1038,1054947
NCT of Delhi,1038,2007494
Odisha,1038,1336699
West Bengal,1038,2118822
Karnataka,1038,4073670
Meghalaya,1038,96788
Goa,1038,259146
Rajasthan,1038,1315601
Haryana,1038,1056723
Andaman and Nicobar,1038,10751
Jharkhand,1038,442577
Jammu and Kashmir,1038,479487
Sikkim,1038,44325
Himachal Pradesh,1038,312736
Maharashtra,1039,8137583
Karnataka,1039,4073726
Tripura,1039,108034
Puducherry,1039,175813
Sikkim,1039,44325
Jammu and Kashmir,1039,479487
Andaman and Nicobar,1039,10751
Odisha,1039,1336700
Assam,1039,746100
Meghalaya,1039,96788
NCT of Delhi,1039,2007501
Chhattisgarh,1039,1177793
Arunachal Pradesh,1039,66891
Punjab,1039,784419
Jharkhand,1039,442577
Bihar,1039,851422
Himachal Pradesh,1039,312737
West Bengal,1039,2118825
Uttar Pradesh,1039,2128202
Gujarat,1039,1277688
Telangana,1039,841663
Madhya Pradesh,1039,1054947
Rajasthan,1039,1315602
Andhra Pradesh,1039,2339089
Lakshadweep,1039,11415
Kerala,1039,6830673
Daman and Diu,1039,11591
Haryana,1039,1056726
Chandigarh,1039,99365
Manipur,1039,139924
Uttarakhand,1039,449469
Nagaland,1039,35988
Mizoram,1039,238964
Dadra and Nagar Haveli,1039,11591
Tamil Nadu,1039,3594856
Goa,1039,259146
Dadra and Nagar Haveli,1040,11591
Goa,1040,259148
Manipur,1040,139924
Maharashtra,1040,8137595
Meghalaya,1040,96788
Uttarakhand,1040,449469
Kerala,1040,6830707
West Bengal,1040,2118828
Arunachal Pradesh,1040,66891
Karnataka,1040,4073785
Himachal Pradesh,1040,312737
NCT of Delhi,1040,2007504
Sikkim,1040,44325
Bihar,1040,851423
Odisha,1040,1336701
Haryana,1040,1056729
Rajasthan,1040,1315604
Telangana,1040,841680
Gujarat,1040,1277690
Jharkhand,1040,442577
Jammu and Kashmir,1040,479487
Chandigarh,1040,99365
Madhya Pradesh,1040,1054948
Uttar Pradesh,1040,2128202
Daman and Diu,1040,11591
Lakshadweep,1040,11415
Tamil Nadu,1040,3594873
Nagaland,1040,35988
Andhra Pradesh,1040,2339089
Chhattisgarh,1040,1177794
Mizoram,1040,238964
Assam,1040,746100
Tripura,1040,108034
Punjab,1040,784429
Puducherry,1040,175813
Andaman and Nicobar,1040,10751
Himachal Pradesh,1041,312756
Andaman and Nicobar,1041,10751
Manipur,1041,139924
Karnataka,1041,4073834
Lakshadweep,1041,11415
Nagaland,1041,35988
Gujarat,1041,1277690
Tripura,1041,108034
Jammu and Kashmir,1041,479491
Uttarakhand,1041,449469
West Bengal,1041,2118831
Assam,1041,746100
Uttar Pradesh,1041,2128206
Punjab,1041,784441
Rajasthan,1041,1315605
Haryana,1041,1056733
Telangana,1041,841698
Odisha,1041,1336704
Bihar,1041,851423
NCT of Delhi,1041,2007515
Daman and Diu,1041,11591
Maharashtra,1041,8137630
Puducherry,1041,175818
Chhattisgarh,1041,1177796
Goa,1041,259149
Madhya Pradesh,1041,1054948
Meghalaya,1041,96788
Kerala,1041,6830759
Tamil Nadu,1041,3594887
Andhra Pradesh,1041,2339090
Dadra and Nagar Haveli,1041,11591
Chandigarh,1041,99366
Sikkim,1041,44325
Arunachal Pradesh,1041,66891
Jharkhand,1041,442577
Mizoram,1041,238965
Assam,1042,746100
Haryana,1042,1056737
Mizoram,1042,238965
Himachal Pradesh,1042,312756
Gujarat,1042,1277703
Daman and Diu,1042,11591
Lakshadweep,1042,11415
NCT of Delhi,1042,2007525
Madhya Pradesh,1042,1054950
Jharkhand,1042,442577
Jammu and Kashmir,1042,479493
Chandigarh,1042,99367
Rajasthan,1042,1315608
Nagaland,1042,35988
Tamil Nadu,1042,3594903
Andhra Pradesh,1042,2339091
Arunachal Pradesh,1042,66891
Dadra and Nagar Haveli,1042,11591
Bihar,1042,851424
Kerala,1042,6830826
Meghalaya,1042,96788
Uttarakhand,1042,449469
Goa,1042,259149
Maharashtra,1042,8137662
West Bengal,1042,2118834
Manipur,1042,139924
Karnataka,1042,4073908
Punjab,1042,784445
Andaman and Nicobar,1042,10751
Chhattisgarh,1042,1177796
Sikkim,1042,44325
Uttar Pradesh,1042,2128209
Odisha,1042,1336705
Puducherry,1042,175828
Tripura,1042,108034
Telangana,1042,841719
Sikkim,1043,44325
Jharkhand,1043,442577
Gujarat,1043,1277711
Rajasthan,1043,1315615
Nagaland,1043,35988
Bihar,1043,851424
Tamil Nadu,1043,3594921
Punjab,1043,784453
Manipur,1043,139924
Goa,1043,259151
Arunachal Pradesh,1043,66891
NCT of Delhi,1043,2007538
Andhra Pradesh,1043,2339091
Jammu and Kashmir,1043,479493
Andaman and Nicobar,1043,10751
Karnataka,1043,4073966
Uttar Pradesh,1043,2128213
Puducherry,1043,175832
Himachal Pradesh,1043,312774
Telangana,1043,841734
Tripura,1043,108034
Mizoram,1043,238967
West Bengal,1043,2118836
Maharashtra,1043,8137710
Meghalaya,1043,96788
Assam,1043,746100
Daman and Diu,1043,11591
Kerala,1043,6830896
Dadra and Nagar Haveli,1043,11591
Lakshadweep,1043,11415
Madhya Pradesh,1043,1054951
Chandigarh,1043,99367
Haryana,1043,1056741
Odisha,1043,1336706
Uttarakhand,1043,449469
Chhattisgarh,1043,1177796
West Bengal,1044,2118840
Karnataka,1044,4074040
Dadra and Nagar Haveli,1044,11591
Bihar,1044,851425
Tamil Nadu,1044,3594945
Uttar Pradesh,1044,2128213
Telangana,1044,841760
Rajasthan,1044,1315620
Assam,1044,746100
Daman and Diu,1044,11591
Lakshadweep,1044,11415
Gujarat,1044,1277719
Odisha,1044,1336707
Goa,1044,259154
Puducherry,1044,175838
Himachal Pradesh,1044,312783
Manipur,1044,139924
Uttarakhand,1044,449483
Jharkhand,1044,442577
Kerala,1044,6830954
Maharashtra,1044,8137776
Meghalaya,1044,96788
Chhattisgarh,1044,1177797
Andaman and Nicobar,1044,10751
Mizoram,1044,238967
Jammu and Kashmir,1044,479495
Madhya Pradesh,1044,1054959
Chandigarh,1044,99367
Haryana,1044,1056744
Tripura,1044,108034
Arunachal Pradesh,1044,66891
NCT of Delhi,1044,2007553
Andhra Pradesh,1044,2339093
Nagaland,1044,35988
Sikkim,1044,44325
Punjab,1044,784457
Sikkim,1045,44325
Tamil Nadu,1045,3594974
Goa,1045,259157
Maharashtra,1045,8137824
Kerala,1045,6831014
Dadra and Nagar Haveli,1045,11591
Jharkhand,1045,442577
Uttarakhand,1045,449484
West Bengal,1045,2118844
Arunachal Pradesh,1045,66891
Chhattisgarh,1045,1177798
Punjab,1045,784463
Puducherry,1045,175848
Mizoram,1045,238968
Meghalaya,1045,96788
Daman and Diu,1045,11591
Andhra Pradesh,1045,2339093
Karnataka,1045,4074135
Rajasthan,1045,1315624
NCT of Delhi,1045,2007566
Chandigarh,1045,99368
Haryana,1045,1056747
Odisha,1045,1336710
Bihar,1045,851426
Uttar Pradesh,1045,2128213
Madhya Pradesh,1045,1054961
Telangana,1045,841777
Andaman and Nicobar,1045,10751
Jammu and Kashmir,1045,479499
Himachal Pradesh,1045,312787
Tripura,1045,108034
Lakshadweep,1045,11415
Assam,1045,746100
Nagaland,1045,35988
Manipur,1045,139924
Gujarat,1045,1277733
Dadra and Nagar Haveli,1046,11591
Odisha,1046,1336710
Chandigarh,1046,99369
Mizoram,1046,238968
Haryana,1046,1056749
Kerala,1046,6831083
Himachal Pradesh,1046,312788
Sikkim,1046,44325
Manipur,1046,139924
Bihar,1046,851426
Maharashtra,1046,8137870
Madhya Pradesh,1046,1054964
Daman and Diu,1046,11591
Jammu and Kashmir,1046,479500
Lakshadweep,1046,11415
Chhattisgarh,1046,1177798
Uttar Pradesh,1046,2128214
Puducherry,1046,175856
Meghalaya,1046,96788
Telangana,1046,841793
Andaman and Nicobar,1046,10751
Uttarakhand,1046,449484
Karnataka,1046,4074199
West Bengal,1046,2118847
Tripura,1046,108034
Andhra Pradesh,1046,2339094
Goa,1046,259159
Nagaland,1046,35988
Punjab,1046,784463
Tamil Nadu,1046,3595002
Jharkhand,1046,442577
Assam,1046,746100
Gujarat,1046,1277752
Arunachal Pradesh,1046,66891
NCT of Delhi,1046,2007578
Rajasthan,1046,1315626
Arunachal Pradesh,1047,66891
Jammu and Kashmir,1047,479500
Nagaland,1047,35988
Goa,1047,259162
Puducherry,1047,175859
Tamil Nadu,1047,3595029
Bihar,1047,851426
Meghalaya,1047,96788
Punjab,1047,784471
Gujarat,1047,1277770
Andaman and Nicobar,1047,10751
Chandigarh,1047,99369
Himachal Pradesh,1047,312792
Andhra Pradesh,1047,2339094
Rajasthan,1047,1315630
Haryana,1047,1056755
Odisha,1047,1336711
Sikkim,1047,44325
NCT of Delhi,1047,2007581
Madhya Pradesh,1047,1054969
Mizoram,1047,238968
Daman and Diu,1047,11591
Dadra and Nagar Haveli,1047,11591
Telangana,1047,841813
Chhattisgarh,1047,1177799
Maharashtra,1047,8137905
Karnataka,1047,4074263
Assam,1047,746100
Kerala,1047,6831138
Lakshadweep,1047,11415
Uttar Pradesh,1047,2128217
Tripura,1047,108034
Uttarakhand,1047,449487
Manipur,1047,139924
Jharkhand,1047,442577
West Bengal,1047,2118850
Punjab,1048,784485
Kerala,1048,6831193
Haryana,1048,1056757
Assam,1048,746100
Odisha,1048,1336716
Sikkim,1048,44325
Manipur,1048,139924
Dadra and Nagar Haveli,1048,11591
Arunachal Pradesh,1048,66891
Bihar,1048,851426
Karnataka,1048,4074327
Jharkhand,1048,442579
NCT of Delhi,1048,2007587
Tripura,1048,108034
Goa,1048,259165
Rajasthan,1048,1315630
Tamil Nadu,1048,3595057
Nagaland,1048,35988
Andhra Pradesh,1048,2339095
Uttarakhand,1048,449487
West Bengal,1048,2118853
Gujarat,1048,1277795
Meghalaya,1048,96788
Chhattisgarh,1048,1177800
Lakshadweep,1048,11415
Puducherry,1048,175863
Maharashtra,1048,8137985
Himachal Pradesh,1048,312800
Mizoram,1048,238968
Uttar Pradesh,1048,2128221
Jammu and Kashmir,1048,479503
Telangana,1048,841830
Andaman and Nicobar,1048,10751
Chandigarh,1048,99369
Madhya Pradesh,1048,1054970
Daman and Diu,1048,11591
Madhya Pradesh,1049,1054970
Puducherry,1049,175869
Punjab,1049,784492
Rajasthan,1049,1315632
Uttarakhand,1049,449487
Chandigarh,1049,99370
Andhra Pradesh,1049,2339095
Jammu and Kashmir,1049,479510
West Bengal,1049,2118854
Tamil Nadu,1049,3595089
Goa,1049,259165
Mizoram,1049,238968
Jharkhand,1049,442579
Arunachal Pradesh,1049,66891
Andaman and Nicobar,1049,10751
Manipur,1049,139924
Chhattisgarh,1049,1177801
Uttar Pradesh,1049,2128222
Nagaland,1049,35988
Daman and Diu,1049,11591
Tripura,1049,108034
Telangana,1049,841855
NCT of Delhi,1049,2007601
Sikkim,1049,44325
Himachal Pradesh,1049,312800
Dadra and Nagar Haveli,1049,11591
Kerala,1049,6831271
Haryana,1049,1056763
Karnataka,1049,4074447
Bihar,1049,851426
Gujarat,1049,1277818
Maharashtra,1049,8138039
Assam,1049,746100
Meghalaya,1049,96788
Lakshadweep,1049,11415
Odisha,1049,1336717
Arunachal Pradesh,1050,66891
Goa,1050,259167
Jharkhand,1050,442579
Mizoram,1050,238969
Kerala,1050,6831358
Assam,1050,746100
Jammu and Kashmir,1050,479513
Chhattisgarh,1050,1177804
NCT of Delhi,1050,2007605
Uttar Pradesh,1050,2128222
Uttarakhand,1050,449488
Meghalaya,1050,96788
Himachal Pradesh,1050,312820
Dadra and Nagar Haveli,1050,11591
Nagaland,1050,35988
Karnataka,1050,4074536
Puducherry,1050,175872
Bihar,1050,851427
Madhya Pradesh,1050,1054978
Chandigarh,1050,99370
Maharashtra,1050,8138129
Andaman and Nicobar,1050,10751
Andhra Pradesh,1050,2339096
Tamil Nadu,1050,3595123
Haryana,1050,1056770
Lakshadweep,1050,11415
Odisha,1050,1336717
Telangana,1050,841897
Daman and Diu,1050,11591
Sikkim,1050,44325
Punjab,1050,784498
West Bengal,1050,2118857
Tripura,1050,108034
Gujarat,1050,1277848
Rajasthan,1050,1315637
Manipur,1050,139924
Assam,1051,746100
Jammu and Kashmir,1051,479516
Gujarat,1051,1277872
Meghalaya,1051,96788
Bihar,1051,851427
Andaman and Nicobar,1051,10751
Goa,1051,259175
Odisha,1051,1336719
Arunachal Pradesh,1051,66891
Tamil Nadu,1051,3595159
Tripura,1051,108034
Lakshadweep,1051,11415
Madhya Pradesh,1051,1054986
Uttar Pradesh,1051,2128224
Sikkim,1051,44325
Rajasthan,1051,1315647
Manipur,1051,139924
Chhattisgarh,1051,1177804
Chandigarh,1051,99371
Andhra Pradesh,1051,2339096
Haryana,1051,1056778
Punjab,1051,784500
West Bengal,1051,2118862
Karnataka,1051,4074617
Telangana,1051,841935
Maharashtra,1051,8138222
Kerala,1051,6831446
Uttarakhand,1051,449491
Jharkhand,1051,442579
Dadra and Nagar Haveli,1051,11591
Nagaland,1051,35988
Puducherry,1051,175881
Himachal Pradesh,1051,312826
Mizoram,1051,238969
NCT of Delhi,1051,2007634
Daman and Diu,1051,11591
Uttarakhand,1052,449495
Telangana,1052,841974
Mizoram,1052,238969
Jammu and Kashmir,1052,479521
Meghalaya,1052,96788
Dadra and Nagar Haveli,1052,11591
Bihar,1052,851427
Uttar Pradesh,1052,2128230
Andhra Pradesh,1052,2339096
Punjab,1052,784506
Maharashtra,1052,8138336
Kerala,1052,6831534
Nagaland,1052,35988
Puducherry,1052,175887
Himachal Pradesh,1052,312836
NCT of Delhi,1052,2007663
Daman and Diu,1052,11591
Odisha,1052,1336721
Gujarat,1052,1277923
Rajasthan,1052,1315656
Arunachal Pradesh,1052,66891
Tamil Nadu,1052,3595198
Lakshadweep,1052,11415
Chhattisgarh,1052,1177804
Andaman and Nicobar,1052,10751
Sikkim,1052,44327
Karnataka,1052,4074719
Chandigarh,1052,99372
Tripura,1052,108034
Jharkhand,1052,442579
Manipur,1052,139924
Assam,1052,746100
West Bengal,1052,2118862
Goa,1052,259180
Haryana,1052,1056781
Madhya Pradesh,1052,1054989
Puducherry,1053,175894
Manipur,1053,139924
Tripura,1053,108034
Karnataka,1053,4074788
Madhya Pradesh,1053,1054993
Jammu and Kashmir,1053,479525
Meghalaya,1053,96788
Himachal Pradesh,1053,312839
NCT of Delhi,1053,2007679
Chandigarh,1053,99372
Nagaland,1053,35988
Daman and Diu,1053,11591
Jharkhand,1053,442579
Lakshadweep,1053,11415
Uttar Pradesh,1053,2128240
Odisha,1053,1336721
Assam,1053,746100
Gujarat,1053,1277971
Bihar,1053,851428
Rajasthan,1053,1315657
Tamil Nadu,1053,3595238
Goa,1053,259180
Sikkim,1053,44328
Dadra and Nagar Haveli,1053,11591
Arunachal Pradesh,1053,66891
West Bengal,1053,2118869
Punjab,1053,784511
Kerala,1053,6831624
Andhra Pradesh,1053,2339098
Andaman and Nicobar,1053,10751
Mizoram,1053,238969
Telangana,1053,842006
Uttarakhand,1053,449495
Chhattisgarh,1053,1177804
Maharashtra,1053,8138437
Haryana,1053,1056784
Dadra and Nagar Haveli,1054,11591
Uttarakhand,1054,449495
Lakshadweep,1054,11415
Bihar,1054,851428
Daman and Diu,1054,11591
Andhra Pradesh,1054,2339098
Uttar Pradesh,1054,2128243
Assam,1054,746100
Haryana,1054,1056797
NCT of Delhi,1054,2007692
Chhattisgarh,1054,1177805
Rajasthan,1054,1315667
Tamil Nadu,1054,3595275
Goa,1054,259191
Andaman and Nicobar,1054,10751
Gujarat,1054,1278016
Arunachal Pradesh,1054,66891
Odisha,1054,1336723
Punjab,1054,784522
Chandigarh,1054,99373
West Bengal,1054,2118870
Maharashtra,1054,8138498
Sikkim,1054,44328
Manipur,1054,139924
Telangana,1054,842045
Mizoram,1054,238969
Puducherry,1054,175894
Karnataka,1054,4074850
Meghalaya,1054,96788
Madhya Pradesh,1054,1054993
Himachal Pradesh,1054,312858
Jharkhand,1054,442579
Jammu and Kashmir,1054,479527
Nagaland,1054,35988
Kerala,1054,6831695
Tripura,1054,108034
Assam,1055,746100
Jharkhand,1055,442581
Nagaland,1055,35988
Rajasthan,1055,1315676
Punjab,1055,784531
Puducherry,1055,175908
Odisha,1055,1336726
Chhattisgarh,1055,1177806
Andhra Pradesh,1055,2339098
Karnataka,1055,4074931
West Bengal,1055,2118878
Bihar,1055,851428
NCT of Delhi,1055,2007718
Himachal Pradesh,1055,312900
Daman and Diu,1055,11591
Kerala,1055,6831772
Maharashtra,1055,8138653
Andaman and Nicobar,1055,10751
Arunachal Pradesh,1055,66891
Gujarat,1055,1278074
Chandigarh,1055,99375
Tripura,1055,108034
Mizoram,1055,238969
Meghalaya,1055,96788
Jammu and Kashmir,1055,479533
Lakshadweep,1055,11415
Uttar Pradesh,1055,2128251
Dadra and Nagar Haveli,1055,11591
Goa,1055,259199
Telangana,1055,842097
Madhya Pradesh,1055,1054996
Sikkim,1055,44328
Haryana,1055,1056803
Manipur,1055,139924
Uttarakhand,1055,449503
Tamil Nadu,1055,3595315
Maharashtra,1056,8138829
Tripura,1056,108034
Sikkim,1056,44329
Karnataka,1056,4075050
Mizoram,1056,238969
Chhattisgarh,1056,1177806
Meghalaya,1056,96788
Uttarakhand,1056,449506
Haryana,1056,1056812
Nagaland,1056,35988
West Bengal,1056,2118882
Kerala,1056,6831872
NCT of Delhi,1056,2007760
Dadra and Nagar Haveli,1056,11591
Himachal Pradesh,1056,312928
Jharkhand,1056,442582
Telangana,1056,842151
Madhya Pradesh,1056,1054998
Punjab,1056,784542
Jammu and Kashmir,1056,479544
Puducherry,1056,175922
Andhra Pradesh,1056,2339098
Odisha,1056,1336737
Goa,1056,259210
Uttar Pradesh,1056,2128260
Chandigarh,1056,99377
Lakshadweep,1056,11415
Assam,1056,746100
Manipur,1056,139924
Daman and Diu,1056,11591
Rajasthan,1056,1315687
Tamil Nadu,1056,3595359
Andaman and Nicobar,1056,10751
Bihar,1056,851428
Gujarat,1056,1278164
Arunachal Pradesh,1056,66891
West Bengal,1057,2118884
Madhya Pradesh,1057,1055001
Telangana,1057,842178
Andaman and Nicobar,1057,10751
Maharashtra,1057,8139055
Haryana,1057,1056824
Chandigarh,1057,99380
Gujarat,1057,1278283
Punjab,1057,784557
Uttarakhand,1057,449508
Tamil Nadu,1057,3595408
Chhattisgarh,1057,1177807
Sikkim,1057,44329
NCT of Delhi,1057,2007792
Rajasthan,1057,1315701
Andhra Pradesh,1057,2339101
Jharkhand,1057,442583
Daman and Diu,1057,11591
Odisha,1057,1336748
Himachal Pradesh,1057,312955
Tripura,1057,108034
Bihar,1057,851428
Karnataka,1057,4075127
Arunachal Pradesh,1057,66891
Mizoram,1057,238969
Lakshadweep,1057,11415
Meghalaya,1057,96788
Assam,1057,746100
Manipur,1057,139924
Puducherry,1057,175940
Jammu and Kashmir,1057,479560
Goa,1057,259221
Nagaland,1057,35988
Dadra and Nagar Haveli,1057,11591
Kerala,1057,6831977
Uttar Pradesh,1057,2128280
Chandigarh,1058,99384
Dadra and Nagar Haveli,1058,11591
Daman and Diu,1058,11591
Haryana,1058,1056837
Karnataka,1058,4075254
Mizoram,1058,238969
Gujarat,1058,1278404
NCT of Delhi,1058,2007840
Nagaland,1058,35988
Lakshadweep,1058,11415
Uttar Pradesh,1058,2128297
Sikkim,1058,44330
Puducherry,1058,175951
Assam,1058,746100
Chhattisgarh,1058,1177811
Madhya Pradesh,1058,1055008
West Bengal,1058,2118888
Arunachal Pradesh,1058,66891
Manipur,1058,139924
Meghalaya,1058,96788
Jammu and Kashmir,1058,479562
Tamil Nadu,1058,3595464
Rajasthan,1058,1315724
Odisha,1058,1336752
Telangana,1058,842203
Uttarakhand,1058,449513
Andaman and Nicobar,1058,10751
Himachal Pradesh,1058,312955
Goa,1058,259240
Kerala,1058,6832110
Punjab,1058,784575
Andhra Pradesh,1058,2339103
Bihar,1058,851428
Tripura,1058,108034
Maharashtra,1058,8139252
Jharkhand,1058,442584
Uttarakhand,1059,449521
Andaman and Nicobar,1059,10751
Assam,1059,746101
Goa,1059,259262
Tamil Nadu,1059,3595528
Puducherry,1059,175963
Madhya Pradesh,1059,1055011
Maharashtra,1059,8139501
Arunachal Pradesh,1059,66891
Tripura,1059,108034
Odisha,1059,1336762
Himachal Pradesh,1059,313007
Sikkim,1059,44332
Daman and Diu,1059,11591
Telangana,1059,842227
Bihar,1059,851431
Haryana,1059,1056854
Uttar Pradesh,1059,2128307
Chandigarh,1059,99387
Dadra and Nagar Haveli,1059,11591
Kerala,1059,6832273
Karnataka,1059,4075375
Lakshadweep,1059,11415
West Bengal,1059,2118894
Manipur,1059,139924
NCT of Delhi,1059,2007898
Andhra Pradesh,1059,2339106
Mizoram,1059,238969
Meghalaya,1059,96788
Punjab,1059,784595
Gujarat,1059,1278583
Nagaland,1059,35988
Chhattisgarh,1059,1177812
Rajasthan,1059,1315748
Jharkhand,1059,442589
Jammu and Kashmir,1059,479573
Haryana,1060,1056868
Tripura,1060,108034
Uttar Pradesh,1060,2128330
Telangana,1060,842243
Lakshadweep,1060,11415
Madhya Pradesh,1060,1055015
Manipur,1060,139924
Dadra and Nagar Haveli,1060,11591
Tamil Nadu,1060,3595601
Meghalaya,1060,96788
Jammu and Kashmir,1060,479581
Jharkhand,1060,442590
Maharashtra,1060,8139737
Odisha,1060,1336772
Bihar,1060,851431
Mizoram,1060,238969
Andhra Pradesh,1060,2339108
Assam,1060,746101
NCT of Delhi,1060,2007970
Kerala,1060,6832422
Punjab,1060,784608
Puducherry,1060,175972
Goa,1060,259280
Chhattisgarh,1060,1177812
Gujarat,1060,1278716
Nagaland,1060,35988
Arunachal Pradesh,1060,66891
Sikkim,1060,44332
Himachal Pradesh,1060,313015
Daman and Diu,1060,11591
Uttarakhand,1060,449527
Rajasthan,1060,1315778
Karnataka,1060,4075453
Andaman and Nicobar,1060,10751
West Bengal,1060,2118906
Chandigarh,1060,99390
Bihar,1061,851432
Maharashtra,1061,8139865
Jharkhand,1061,442595
Mizoram,1061,238969
Lakshadweep,1061,11415
Karnataka,1061,4075524
West Bengal,1061,2118907
Meghalaya,1061,96788
Gujarat,1061,1278834
Jammu and Kashmir,1061,479582
Dadra and Nagar Haveli,1061,11591
Telangana,1061,842264
Madhya Pradesh,1061,1055022
Assam,1061,746101
Goa,1061,259297
Uttarakhand,1061,449532
Sikkim,1061,44332
Haryana,1061,1056889
Andaman and Nicobar,1061,10751
Rajasthan,1061,1315793
Chandigarh,1061,99394
Manipur,1061,139924
Himachal Pradesh,1061,313015
Tamil Nadu,1061,3595677
Tripura,1061,108034
Kerala,1061,6832566
Nagaland,1061,35988
Arunachal Pradesh,1061,66891
Punjab,1061,784616
Uttar Pradesh,1061,2128340
NCT of Delhi,1061,2008004
Puducherry,1061,175972
Chhattisgarh,1061,1177812
Andhra Pradesh,1061,2339108
Odisha,1061,1336729
Daman and Diu,1061,11591
Daman and Diu,1062,11591
Uttarakhand,1062,449544
Odisha,1062,1336738
Punjab,1062,784629
Haryana,1062,1056920
Sikkim,1062,44333
Himachal Pradesh,1062,313102
Arunachal Pradesh,1062,66891
Tripura,1062,108034
Andaman and Nicobar,1062,10751
Assam,1062,746101
Puducherry,1062,175981
Chandigarh,1062,99398
Kerala,1062,6832679
Nagaland,1062,35988
Rajasthan,1062,1315824
West Bengal,1062,2118911
NCT of Delhi,1062,2008087
Karnataka,1062,4075637
Chhattisgarh,1062,1177814
Bihar,1062,851434
Gujarat,1062,1279010
Andhra Pradesh,1062,2339113
Jharkhand,1062,442599
Goa,1062,259321
Madhya Pradesh,1062,1055027
Maharashtra,1062,8140145
Manipur,1062,139924
Uttar Pradesh,1062,2128356
Dadra and Nagar Haveli,1062,11591
Lakshadweep,1062,11415
